motif_archetype	calderon_celltype	analysis_set	n_total	n_high	n_low	n_overlap	n_high_overlap	n_high_not_overlap	n_low_overlap	n_low_not_overlap	firth_status	converged	iterations	coefficient	standard_error	p_value	odds_ratio	ci_lower_95	ci_upper_95	log_likelihood_penalized	warning_text	model_context	analysis_version	pooling_strategy	global_fdr	cell_fdr
MEF2	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.91593031378349		0.0525633385552103	136.44618854478	0.918944794587429	2670.96815331479	-1043.49258695001		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
MFZ1	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	4.01527187896963		0.0871282794263245	55.4383658795216	0.395222489212213	726.286340150708	-1043.14609130032		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
MIES	Naive_Tregs	strict_primary	77299	144	77155	10	0	144	10	77145	firth_fit_ok	True	10.0	2.90057728782395		0.166236793460128	18.1846401112273	0.138555972695533	152.867726383765	-1042.34132685547		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.29442643348748	0.230954934425521
MTF1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
MYB_1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
MYB_2	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
MYB_3	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
MYB_4	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
MYB_5	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.58320065366069		0.064911389178988	97.8270040208456	0.644385011477681	2023.5507561885	-1043.49276797174		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
MZF1	Naive_Tregs	strict_primary	77299	144	77155	13	0	144	13	77142	firth_fit_ok	True	10.0	1.70733426937039		0.354708680534767	5.51424238295022	0.0418111783887313	47.6825058855092	-1042.21050990345		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.456913110980354	0.37316173327935
NFAC_2	Naive_Tregs	strict_primary	77299	144	77155	13	1	143	12	77143	firth_fit_ok	True	10.0	3.68587428151835		0.0052768205838161	39.8799735366264	4.10226952420885	183.084733462168	-1042.21020354402		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NFAT_1	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	3.99389458542214		0.0862231099951298	54.2658212269025	0.402285176310969	566.597585849463	-1042.94325496524		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NFAT_2	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	5.64979371600873		0.0329914293927022	284.23282709399	2.03245026074657	3651.02207771032	-1043.14602080939		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NFAT_3	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
NFAT_4	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
NFI_1	Naive_Tregs	strict_primary	77299	144	77155	4	0	144	4	77151	firth_fit_ok	True	10.0	3.76570290321485		0.0987399396681532	43.194056432982	0.321895857415499	427.684037626244	-1042.79948304071		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.193233000210794
NFI_2	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
NFI_3	Naive_Tregs	strict_primary	77299	144	77155	7	0	144	7	77148	firth_fit_ok	True	10.0	2.94254107841555		0.161957036308895	18.9639740833541	0.144466154415711	163.300526427804	-1042.51975168419		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.290944247369194	0.229878956959106
NFKB_1	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.02748818849401		0.0490065035037174	152.549355833254	1.03456321248457	2934.98476067657	-1043.49258561573		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NFKB_2	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.30376424755016		0.0753581668320722	73.9777407700675	0.50243786923645	1418.24642562947	-1043.49257155261		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NFKB_3	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	4.0667506686064		0.0847057494096823	58.3670004072115	0.414044452725523	777.704699501624	-1043.14602862475		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NFY	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.47389858675122		0.0677955258204805	87.697955506451	0.599318297475827	1655.4071001874	-1043.49254581376		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NR2E3	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
NRF1	Naive_Tregs	strict_primary	77299	144	77155	4	0	144	4	77151	firth_fit_ok	True	10.0	2.65773435463517		0.199590332687481	14.2639354423423	0.103171018122496	169.328342257862	-1042.79955227964		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.320747403647933	0.259467432493725
NR_1	Naive_Tregs	strict_primary	77299	144	77155	10	0	144	10	77145	firth_fit_ok	True	10.0	2.32176846911184		0.240049846132251	10.1936855932842	0.0772729455142092	89.2340929403374	-1042.34141010499		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.351003118036402	0.289331602622978
NR_10	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
NR_11	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	11.0	2.54242581645344		0.220446307014565	12.710466862788	0.0877364271862416	181.473815732801	-1042.94334498865		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.332136540104305	0.272058943526112
NR_12	Naive_Tregs	strict_primary	77299	144	77155	14	0	144	14	77141	firth_fit_ok	True	10.0	1.80801509103286		0.333656840003423	6.09833077953357	0.045986809930317	54.07941542954	-1042.17319776024		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.43143802190674	0.353055493491994
NR_13	Naive_Tregs	strict_primary	77299	144	77155	7	0	144	7	77148	firth_fit_ok	True	10.0	2.7951309293247		0.18211575968817	16.3647712413443	0.119464562745693	165.555359516879	-1042.51965836984		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.309473740280911	0.247351255695873
NR_14	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
NR_15	Naive_Tregs	strict_primary	77299	144	77155	6	0	144	6	77149	firth_fit_ok	True	10.0	2.47025656988299		0.224178067586613	11.8254805246097	0.0857483158005347	122.147209368613	-1042.59691794809		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.335599904750197	0.273828243629286
NR_16	Naive_Tregs	strict_primary	77299	144	77155	17	0	144	17	77138	firth_fit_ok	True	10.0	2.22747220851306		0.250965524041667	9.27638764397463	0.0722406992112479	70.5864364047928	-1042.07623276776		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.362754638436306	0.29553580612066
NR_17	Naive_Tregs	strict_primary	77299	144	77155	9	0	144	9	77146	firth_fit_ok	True	10.0	1.605159187238		0.378227852971857	4.97865207753528	0.0378153279009759	43.3192244282449	-1042.39434146921		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.469749654431714	0.388912255598181
NR_18	Naive_Tregs	strict_primary	77299	144	77155	13	0	144	13	77142	firth_fit_ok	True	10.0	1.4234720913058		0.428665555488879	4.1515098664079	0.0308761788297807	37.7757564685114	-1042.21050276426		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.512158609052034	0.433428506105422
NR_19	Naive_Tregs	strict_primary	77299	144	77155	4	1	143	3	77152	firth_fit_ok	True	11.0	3.93213548491006		0.0053541902854651	51.0158049099388	4.16632107057258	406.103724164724	-1042.79952921588		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NR_2	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
NR_20	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	3.16243274575958		0.146058625586676	23.6280070013221	0.170160522424424	296.917368590758	-1043.1460606261		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.281946729446362	0.228447228541916
NR_3	Naive_Tregs	strict_primary	77299	144	77155	25	0	144	25	77130	firth_fit_ok	True	10.0	1.56875166799556		0.38370278716972	4.80065164462165	0.037104080514562	37.7193381021835	-1041.88363365994		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.473045347907768	0.39232532171286
NR_4	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
NR_5	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
NR_6	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.44015209755173		0.0383526684055923	230.477235818182	1.57017211730353	4384.34553296109	-1043.49254239705		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NR_7	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	4.76103954366268		0.0555984495708827	116.867351489069	0.835989741632017	1508.48779490522	-1043.14597502405		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NR_8	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.59545620658521		0.0351425596575569	269.200433093248	1.82383938632671	5191.72462943845	-1043.4925934337		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
NR_9	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
OCT4+SOX2	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.2137264388551		0.043761537322817	183.777619840635	1.25374350841863	3484.03537782184	-1043.49254018139		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
OSR2	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	3.8892933674021		0.0921031241255759	48.8763367053738	0.360822185362609	518.951288447237	-1042.94329453002		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.186252984342831
OVOL1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
P53-like_1	Naive_Tregs	strict_primary	77299	144	77155	6	0	144	6	77149	firth_fit_ok	True	10.0	3.45822934424932		0.118107743494675	31.7606894494466	0.240360557437652	284.676152427701	-1042.59682673468		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256929107238217	0.205407074202905
P53-like_2	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
P53-like_3	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.24706671978196		0.0779078768000647	69.9000748309392	0.475415468822533	1335.23374120356	-1043.49256848588		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
PAX-halfsite	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
PAX_1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
PAX_2	Naive_Tregs	strict_primary	77299	144	77155	18	0	144	18	77137	firth_fit_ok	True	10.0	2.0558426993		0.27993433434951	7.81341946220736	0.0608595679950079	59.4829309182873	-1042.04770838025		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.382010844562573	0.312908857275163
PLAG1	Naive_Tregs	strict_primary	77299	144	77155	7	0	144	7	77148	firth_fit_ok	True	10.0	1.91682599628374		0.316096739107682	6.79934304362816	0.0498586167268948	71.6828724700945	-1042.5198214347		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.419967270174684	0.343710787717518
POU_1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
POU_2	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	5.2191053097591		0.0416461114912009	184.768799256109	1.36390639436183	1960.44745771827	-1042.94328076		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
POU_3	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
PRDM1	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.07054372409078		0.0480984627963537	159.260897792793	1.06788030136461	3151.55735497862	-1043.49266104371		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
PRDM14	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
PRDM16	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.43038980127336		0.0385112855985346	228.23819562571	1.55911550279225	4312.64937870503	-1043.4925341344		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
PRDM4	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.51398739397771		0.0367153023739535	248.138583363598	1.69191223225255	4710.31264863806	-1043.49254863106		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
PRDM5	Naive_Tregs	strict_primary	77299	144	77155	5	0	144	5	77150	firth_fit_ok	True	11.0	1.9840255294066		0.310850284740098	7.27195762277194	0.050821358854993	91.5031449410733	-1042.68806582499		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.416295556333493	0.341181076325345
PRDM9	Naive_Tregs	strict_primary	77299	144	77155	5	0	144	5	77150	firth_fit_ok	True	10.0	3.46036517629013		0.118504081270907	31.828597441829	0.239009631679114	300.972966261247	-1042.68801128291		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256929107238217	0.205407074202905
PROX1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
RBPJ	Naive_Tregs	strict_primary	77299	144	77155	4	0	144	4	77151	firth_fit_ok	True	10.0	3.7909649271819		0.0973516894938151	44.2991250894347	0.32944615034687	438.894036555022	-1042.79947622003		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.192587037911678
REL-halfsite	Naive_Tregs	strict_primary	77299	144	77155	15	0	144	15	77140	firth_fit_ok	True	10.0	2.15703513578565		0.265090081091331	8.64546698655512	0.0661482225736273	70.7902503448408	-1042.13871860138		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.370389752191499	0.304744957097188
REST_NRSF	Naive_Tregs	strict_primary	77299	144	77155	4	0	144	4	77151	firth_fit_ok	True	10.0	2.71990005053377		0.195791911419115	15.1788050556707	0.106130118616618	196.87289442012	-1042.79951442209		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.316666660591045	0.258218317958543
RFX_1	Naive_Tregs	strict_primary	77299	144	77155	5	0	144	5	77150	firth_fit_ok	True	10.0	2.63826342042363		0.198766336627995	13.9888896821925	0.1040476698759	137.266604678225	-1042.68800913351		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.320447010653466	0.259467432493725
RFX_2	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
RFX_3	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	2.49779895839021		0.220543945118962	12.155709272505	0.0880260199461571	145.475189951711	-1042.94337674868		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.332136540104305	0.272058943526112
RUNX_1	Naive_Tregs	strict_primary	77299	144	77155	4	0	144	4	77151	firth_fit_ok	True	10.0	3.93496781137439		0.090169672161151	51.1605031438717	0.37358432805048	544.008466679916	-1042.79940494388		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.18489707378736
RUNX_2	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
SCRT1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
SIX_1	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	4.24127841822584		0.0759356720965981	69.4966408442107	0.49629405805392	901.261081316676	-1043.14597573884		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
SIX_2	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
SMAD_1	Naive_Tregs	strict_primary	77299	144	77155	4	0	144	4	77151	firth_fit_ok	True	11.0	2.35247452671564		0.251150445069378	10.5115486766891	0.0711436377942457	180.770114973102	-1042.79945246072		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.362754638436306	0.29553580612066
SMAD_2	Naive_Tregs	strict_primary	77299	144	77155	7	0	144	7	77148	firth_fit_ok	True	10.0	3.0858116874487		0.148733841870175	21.8852235959381	0.165569905890735	193.18558764699	-1042.51969107786		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.284460541675658	0.229403044240439
SMAD_3	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
SMARCA1	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.09911089600438		0.0468934266812461	163.876139577686	1.11482273142288	3128.64177271696	-1043.49256631906		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
SMARCA5	Naive_Tregs	strict_primary	77299	144	77155	4	0	144	4	77151	firth_fit_ok	True	10.0	2.72931979182143		0.191995955011076	15.3224610110853	0.109672316146548	181.954081419761	-1042.79948353799		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.313551835618738	0.255060319795736
SNAI2	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
SOX_1	Naive_Tregs	strict_primary	77299	144	77155	9	0	144	9	77146	firth_fit_ok	True	10.0	2.85250663928908		0.170449779842202	17.3311704308044	0.133187954793922	142.711432168633	-1042.39401928972		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.297695275210512	0.233247067152487
SOX_2	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	4.00621750418755		0.0858234256644703	54.9386717602681	0.405359109426766	586.018492392422	-1042.94326512532		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
SOX_3	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	5.20239163647316		0.0430228294419104	181.706298025755	1.29051691701023	2390.9756057654	-1043.14610856241		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
SOX_4	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.19638456565772		0.044276458793636	180.618047297944	1.22904861961352	3446.01254285857	-1043.49254813414		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
SOX_5	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
SOX_6	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
SOX_7	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
SOX_8	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	11.0	3.31259296134268		0.138138656346167	27.4562261844791	0.185797480757204	501.034520056079	-1043.14601330578		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.275420528029836	0.225767399883287
SPDEF_1	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	11.0	2.08210171642809		0.298215305565917	8.02130972922128	0.0540510100741934	151.286090106472	-1043.14611135219		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.402150934851625	0.330946253737786
SPDEF_2	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.3027244284391		0.0416176875329047	200.88335745397	1.36572802462922	3841.24438909105	-1043.49255164176		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
SPI	Naive_Tregs	strict_primary	77299	144	77155	10	0	144	10	77145	firth_fit_ok	True	10.0	2.57101108420231		0.207149962245593	13.0790417704074	0.0974336226450688	120.831808557948	-1042.34141295772		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.326602265747741	0.263645406494391
SPZ1	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	6.22590546594635		0.0243691346883748	505.680711887856	3.43232133465812	9708.08167277985	-1043.49256472711		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
SREBF1	Naive_Tregs	strict_primary	77299	144	77155	6	0	144	6	77149	firth_fit_ok	True	10.0	3.10343237957283		0.146827756292645	22.2742739852924	0.169068174423296	197.294700954988	-1042.59680699758		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.281946729446362	0.228447228541916
SRF	Naive_Tregs	strict_primary	77299	144	77155	1	1	143	0	77155	firth_fit_ok	True	10.0	7.10180736090022		7.28548816452124e-05	1214.15951706605	64.1555373447633	177863.366546608	-1043.49254461045		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.0183230027337709	0.0066297942297143
STAT_1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
STAT_2	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
TATA	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
TBX_1	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	3.67477055594855		0.107674075977934	39.4396066358465	0.279054966893925	530.152403765815	-1043.1460000385		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.200535058759573
TBX_2	Naive_Tregs	strict_primary	77299	144	77155	6	0	144	6	77149	firth_fit_ok	True	10.0	3.6430196358471		0.104933300351517	38.2070340404953	0.29150929871786	330.63198534252	-1042.59670748374		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.200535058759573
TBX_3	Naive_Tregs	strict_primary	77299	144	77155	8	0	144	8	77147	firth_fit_ok	True	10.0	3.15087830761868		0.14319210480727	23.3565698278932	0.17597459968996	208.825560419663	-1042.45296156108		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.278091230571648	0.228447228541916
TBX_4	Naive_Tregs	strict_primary	77299	144	77155	19	0	144	19	77136	firth_fit_ok	True	10.0	1.54116987400875		0.396912609586864	4.67005044714398	0.0349160899736453	41.0387536791178	-1042.02062593488		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.484580200539302	0.403564776227985
