motif_archetype	calderon_celltype	analysis_set	n_total	n_high	n_low	n_overlap	n_high_overlap	n_low_overlap	model_status	converged	coefficient	standard_error	z_value	p_value	odds_ratio	ci_lower_95	ci_upper_95	vif_motif_overlap	vif_splice_distance	vif_tss_distance	vif_gc_fraction	valid_primary_model	p_adj_global_bh	p_adj_celltype_bh	significant_global_fdr	significant_celltype_fdr	effect_direction	max_vif
NFAT_2	Monocytes	strict_primary	96771	1256	95515	4	0	4	fit_complete_or_quasi_separation_risk	True	-8.01023383870468	154.505314632111	-0.0518443903226091	0.958652684726742	0.0003320470644495	1.00837188642464e-135	1.09339872019326e+128	1.00006916863048	1.72687357280342	1.74300031099455	1.02210308177686	False			False	False	depletion	1.74300031099455
BATF	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-6.18870448730465	119.468051372984	-0.0518021715109698	0.958686325260987	0.002052484050768	4.1593116258350905e-105	1.01283365076339e+99	1.00002315346046	1.72683458653549	1.74291339532056	1.02210397123669	False			False	False	depletion	1.74291339532056
PRDM4	Monocytes	strict_primary	96771	1256	95515	4	0	4	fit_complete_or_quasi_separation_risk	True	-8.21523595635896	159.449963773905	-0.0515223444516293	0.958909297197161	0.0002705006771485	5.07713977167324e-140	1.44117789992851e+132	1.00003472554369	1.72683335405532	1.74288400353833	1.0221362771417	False			False	False	depletion	1.74288400353833
GMEB2_3	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-6.13677151429521	119.468055353945	-0.0513674680324707	0.959032707285382	0.0021618920010034	4.38099013187684e-105	1.06683121470545e+99	1.00004482963849	1.72684741010886	1.74293209601118	1.02211433097396	False			False	False	depletion	1.74293209601118
NR_8	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-7.15319891462444	139.261440550307	-0.0513652514749076	0.959034473510807	0.0007823573796229	2.2473661983582598e-122	2.72355733523823e+115	1.00009323542055	1.7268646128119	1.74297791865934	1.02213165412099	False			False	False	depletion	1.74297791865934
NFKB_2	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-7.10735201430008	139.224260235457	-0.0510496662167933	0.959285944194902	0.0008190609848557	2.5306578013452497e-122	2.65093485399816e+115	1.00033590867549	1.7270238244136	1.74331171573657	1.02216580118139	False			False	False	depletion	1.74331171573657
HD_15	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-7.05277296859347	139.068358669215	-0.050714433075097	0.959553075518544	0.0008650069913379	3.62779630355525e-122	2.06251132217719e+115	1.00001933950542	1.72683026229077	1.74289769079004	1.02210774650909	False			False	False	depletion	1.74289769079004
FOX_8	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-6.92303809285155	137.687315119799	-0.0502808707311051	0.959898567430908	0.0009848333756763	6.18805316697303e-121	1.56736981999873e+114	1.00000762448985	1.72683173459193	1.74288448817205	1.02210826286171	False			False	False	depletion	1.74288448817205
ZNF384_1	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-6.99687457401984	139.191589509692	-0.0502679407474734	0.959908871035725	0.0009147364435467	3.01316593683503e-122	2.7769554637651597e+115	1.00000323710598	1.72683060959076	1.74288210566556	1.02210400209413	False			False	False	depletion	1.74288210566556
STAT_1	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.96635060913769	119.468065847015	-0.0499409659546838	0.960169431904818	0.0025635798737591	5.19488815564395e-105	1.26507858730377e+99	1.00009303577196	1.72687923880475	1.74295944259037	1.02214271434745	False			False	False	depletion	1.74295944259037
FOX_3	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.96148571689074	119.468048259788	-0.0499002520232628	0.960201876469891	0.0025760817992144	5.2204022499344e-105	1.27120423264847e+99	1.00000301469897	1.7268304488402	1.74288132403667	1.02210590878995	False			False	False	depletion	1.74288132403667
FOX_9	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-6.8254879728755	137.846539498958	-0.0495151202031235	0.960508787800294	0.0010857459975787	4.99326927939178e-121	2.36086680949405e+114	1.00001004711766	1.72683613083703	1.74289485923043	1.0221045922759	False			False	False	depletion	1.74289485923043
RUNX_1	Monocytes	strict_primary	96771	1256	95515	4	0	4	fit_complete_or_quasi_separation_risk	True	-7.94022629819974	161.805152396379	-0.0490727654873951	0.960861307242992	0.0003561258785423	6.61115391711071e-142	1.91835862479849e+134	1.0001368479679	1.7268826516575	1.74295573642247	1.02218572566127	False			False	False	depletion	1.74295573642247
NR_2	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-6.53629310280013	133.527196362742	-0.0489510248162744	0.960958325647683	0.001449853006088	3.1672316395961102e-117	6.63694348396534e+110	1.00009348405195	1.72693815469228	1.74301893298219	1.02210688526937	False			False	False	depletion	1.74301893298219
FEZF1	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.84399740762058	119.468058768493	-0.0489168190046946	0.960985585280099	0.0028972380057841	5.8711009434745404e-105	1.4297127818062101e+99	1.00004920598528	1.72685642859833	1.7429651203189	1.02210308214708	False			False	False	depletion	1.7429651203189
ZNF317	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.83107968797278	119.468060267659	-0.0488086914185156	0.961071755681358	0.0029349064857252	5.9474166677568105e-105	1.4483054679269701e+99	1.00005227028753	1.7268560148771	1.74297070751909	1.02210359590091	False			False	False	depletion	1.74297070751909
ZNF57	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.8133630026064	119.468063476918	-0.0486603936936633	0.961189939716117	0.002987366638342	6.05368602596229e-105	1.4742025591689999e+99	1.00008251436885	1.72688348176739	1.74296501906548	1.02212975189173	False			False	False	depletion	1.74296501906548
HOMEZ	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-6.73668090030928	138.641170222535	-0.0485907677315196	0.961245427558505	0.001186579001911	1.14960880599128e-121	1.22473811999206e+115	1.00003050336504	1.72685127928922	1.74293160823937	1.02210363548757	False			False	False	depletion	1.74293160823937
TCF_LEF	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.78240145069454	119.468054507286	-0.0484012355817003	0.961396474608998	0.0030813069096068	6.24415907883538e-105	1.52053337388096e+99	1.00001569716261	1.72683223920113	1.74289479853022	1.02211230843115	False			False	False	depletion	1.74289479853022
HD_4	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.76517729682578	119.468094595253	-0.0482570456686168	0.961511387234932	0.0031348395174118	6.3521418856202104e-105	1.54707167706269e+99	1.00013821003527	1.72685032225005	1.74303580727179	1.02215856014335	False			False	False	depletion	1.74303580727179
KAISO	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.67829876948558	119.4680822277	-0.0475298394650968	0.962090948749334	0.0034193706357197	6.92885675099784e-105	1.68744945444847e+99	1.00017086251991	1.72694514405411	1.74301845976386	1.02217574306775	False			False	False	depletion	1.74301845976386
GMEB2_2	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-6.48621093087966	138.18670614818	-0.0469380240087955	0.962562622701561	0.0015243138099413	3.5989468858811203e-121	6.45614582502768e+114	1.00012502900881	1.72694432217974	1.7430789838104	1.02210747288927	False			False	False	depletion	1.7430789838104
HSFY2	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.57809990438807	119.468052779511	-0.0466911427332207	0.962759389723198	0.0037797405684616	7.65953603554686e-105	1.8651833085677201e+99	1.00001612294393	1.72683928491267	1.74288550749164	1.02211415854168	False			False	False	depletion	1.74288550749164
ZNF282	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.53280321295563	119.468058631796	-0.046311987290326	0.963061585085771	0.0039548871449214	8.014373628489471e-105	1.95163503152184e+99	1.00005578239523	1.72688002410422	1.74295974557795	1.02210915181943	False			False	False	depletion	1.74295974557795
OVOL1	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.53056329240067	119.468077616132	-0.0462932308174503	0.963076534551985	0.0039637557066587	8.03204643638509e-105	1.95608422168697e+99	1.00008414716597	1.72684188379827	1.74296016035038	1.0221483662695	False			False	False	depletion	1.74296016035038
HD_5	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.50523997203111	119.468057406854	-0.0460812713584415	0.963245473439924	0.0040654128784282	8.23836807296618e-105	2.00617182015994e+99	1.00004694417287	1.72687302605005	1.74295522297696	1.02210484044287	False			False	False	depletion	1.74295522297696
HD_8	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-6.16635753074908	138.835023547234	-0.0444149997111584	0.9645736054072	0.0020988671530253	1.39067962840869e-121	3.1676909879594e+115	1.00002216764603	1.72683161542859	1.74288137820363	1.02212352106384	False			False	False	depletion	1.74288137820363
ZNF24	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-5.1103949714693	119.468056816853	-0.0427762458654839	0.965879899706262	0.0060336993138183	1.22270221395935e-104	2.97746474930172e+99	1.00001702407601	1.72683024154315	1.74288180022148	1.02211860018707	False			False	False	depletion	1.74288180022148
HAND1	Monocytes	strict_primary	96771	1256	95515	2	0	2	fit_complete_or_quasi_separation_risk	True	-5.94479651388499	139.167065450089	-0.0427169782926624	0.965927145202635	0.0026194353128513	9.05336533865703e-122	7.57888486938139e+115	1.00005822009884	1.7269177605514	1.74295863169088	1.02210309506167	False			False	False	depletion	1.74295863169088
CUX_2	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-4.94801722004992	119.468075197057	-0.0414170665417386	0.966963407337894	0.0070974677033768	1.4382183133120102e-104	3.5025313844372e+99	1.00009925438873	1.72691052290329	1.74303768389595	1.02211729724456	False			False	False	depletion	1.74303768389595
HD_7	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-4.92519162256749	119.468057996769	-0.0412260122509123	0.967115716519416	0.0072613347108904	1.47147364045493e-104	3.58327735774324e+99	1.00002067680725	1.72683851019536	1.7428886629667	1.02211886747976	False			False	False	depletion	1.7428886629667
GRHL	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-4.8730639128135	119.468066517155	-0.0407896775672163	0.967463568619542	0.0076498907460061	1.55018671496397e-104	3.77508256656617e+99	1.00006342895479	1.72688699001993	1.74297350828501	1.02211536406945	False			False	False	depletion	1.74297350828501
ZNF53	Naive_Tregs	strict_primary	77304	149	77155	8	0	8	fit_complete_or_quasi_separation_risk	True	-10.1028530912183	268.046701023621	-0.0376906451474215	0.969934334789474	4.09625185445901e-05	2.7953003765938e-233	6.00267484512854e+223	1.00039405792507	2.07737436782542	2.08071220568709	1.00612020340473	False			False	False	depletion	2.08071220568709
HD_23	Monocytes	strict_primary	96771	1256	95515	1	0	1	fit_complete_or_quasi_separation_risk	True	-4.47465779656109	119.468061387372	-0.0374548456264987	0.970122342832851	0.0113941205646861	2.30894695179229e-104	5.62273565193133e+99	1.00002253166466	1.72684147360514	1.74288473712607	1.02210314970565	False			False	False	depletion	1.74288473712607
NR_3	Naive_Tregs	strict_primary	77304	149	77155	25	0	25	fit_complete_or_quasi_separation_risk	True	-9.99752328688147	275.319102609192	-0.0363124940918926	0.971033187666091	4.55125117231684e-05	2.0034542677980502e-239	1.03390866297547e+230	1.00077455075973	2.07747470250747	2.08122356093513	1.00624123337008	False			False	False	depletion	2.08122356093513
ZNF320	Naive_Tregs	strict_primary	77304	149	77155	11	0	11	fit_complete_or_quasi_separation_risk	True	-9.1945345578684	258.973774260932	-0.0355037284532308	0.971678073375491	0.0001015931386707	3.66384746189375e-225	2.81702934751599e+216	1.00068244889638	2.07739760690867	2.08077378254029	1.00639840095482	False			False	False	depletion	2.08077378254029
IRF_2	Naive_Tregs	strict_primary	77304	149	77155	27	0	27	fit_complete_or_quasi_separation_risk	True	-9.66850912724984	274.116085014698	-0.0352715862213318	0.971863180138194	6.32440739491357e-05	2.9423729349198796e-238	1.35938338822179e+229	1.00029201730094	2.07737896846764	2.0805604514754	1.00606372524197	False			False	False	depletion	2.0805604514754
NR_17	Naive_Tregs	strict_primary	77304	149	77155	9	0	9	fit_complete_or_quasi_separation_risk	True	-9.98786735344695	284.896835851546	-0.0350578388264426	0.972033620471986	4.59541060785814e-05	1.4231209999104401e-247	1.48390745805472e+238	1.00074559554441	2.07782416794026	2.08040169698361	1.0063934549072	False			False	False	depletion	2.08040169698361
ZNF134	Naive_Tregs	strict_primary	77304	149	77155	3	0	3	fit_complete_or_quasi_separation_risk	True	-9.39050196453071	272.295824002764	-0.0344863972810519	0.972489289294342	8.35135248868853e-05	1.37680409010812e-236	5.06572350354136e+227	1.00016880391999	2.077388296931	2.08041387505115	1.00610294653269	False			False	False	depletion	2.08041387505115
NR_1	Naive_Tregs	strict_primary	77304	149	77155	10	0	10	fit_complete_or_quasi_separation_risk	True	-9.12172084827684	266.009891528092	-0.0342909084917	0.972645174580304	0.000109266484415	4.03920640506842e-231	2.95581939101649e+222	1.00023057633965	2.07737868988752	2.08044963877318	1.00613366168767	False			False	False	depletion	2.08044963877318
EWSR1_FLI1	Naive_Tregs	strict_primary	77304	149	77155	9	0	9	fit_complete_or_quasi_separation_risk	True	-9.36192352189641	275.700832538671	-0.0339568199185008	0.972911583540027	8.59346424715461e-05	1.7901186953128601e-239	4.12529224796556e+230	1.00044401835611	2.07738761765966	2.08080258558977	1.00613355410795	False			False	False	depletion	2.08080258558977
NRF1	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-8.58103935335085	253.74519756056	-0.0338175438819995	0.973022645952075	0.000187629862301	1.9099821312384e-220	1.84320914061562e+212	1.00030190241716	2.07737657703021	2.08050939608917	1.00622056697333	False			False	False	depletion	2.08050939608917
REST_NRSF	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-8.52345416141847	252.747014300695	-0.0337232634973011	0.973097827932884	0.0001987517178059	1.43122851222586e-219	2.7600236435600497e+211	1.00022615340464	2.07737046851652	2.08045552756762	1.00615948848915	False			False	False	depletion	2.08045552756762
KLF_SP_1	Naive_Tregs	strict_primary	77304	149	77155	22	0	22	fit_complete_or_quasi_separation_risk	True	-10.0541624997985	299.58610070954	-0.033560176777181	0.973227878694498	4.30063619968986e-05	4.1753754731840705e-260	4.42965473186006e+250	1.00159690333402	2.07774795427555	2.08184762173741	1.00676674590838	False			False	False	depletion	2.08184762173741
SPI	Naive_Tregs	strict_primary	77304	149	77155	10	0	10	fit_complete_or_quasi_separation_risk	True	-8.86815930438594	264.286290424653	-0.0335551242182736	0.973231907783993	0.0001408015220357	1.52607298432638e-229	1.29909046364045e+221	1.00023635204858	2.07740805710295	2.08069031914489	1.00606483850688	False			False	False	depletion	2.08069031914489
SMARCA5	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-8.55409125322284	255.584537681455	-0.0334687353578648	0.973300797427816	0.000192754875152	5.3340219230148195e-222	6.965558528094171e+213	1.00016432985253	2.07741603987201	2.08039729134087	1.00608570184488	False			False	False	depletion	2.08039729134087
INSM1	Naive_Tregs	strict_primary	77304	149	77155	9	0	9	fit_complete_or_quasi_separation_risk	True	-9.38260190178139	283.868174789616	-0.0330526728074929	0.973632583736572	8.41758999311622e-05	1.95757876790616e-246	3.6195642522213704e+237	1.00048084011475	2.07737030578141	2.08068057136064	1.00619111702846	False			False	False	depletion	2.08068057136064
TBX_4	Naive_Tregs	strict_primary	77304	149	77155	19	0	19	fit_complete_or_quasi_separation_risk	True	-10.2473046623273	310.608019684898	-0.0329911142433569	0.973681673592271	3.5452929803317e-05	1.42813124887451e-269	8.801083462247691e+259	1.00039955278497	2.07741399653769	2.08052283767975	1.00610862604169	False			False	False	depletion	2.08052283767975
HIC_1	Naive_Tregs	strict_primary	77304	149	77155	10	0	10	fit_complete_or_quasi_separation_risk	True	-9.0024168124825	274.824963652967	-0.03275691077267	0.973868439978639	0.0001231119058587	1.4274741592543999e-238	1.06177343147834e+230	1.00020852464656	2.07747644582574	2.08038563372834	1.00609269186917	False			False	False	depletion	2.08038563372834
PLAG1	Naive_Tregs	strict_primary	77304	149	77155	7	0	7	fit_complete_or_quasi_separation_risk	True	-9.79795921053167	309.656589421861	-0.0316413715878767	0.974758050138402	5.55648800239033e-05	1.4447415465166e-268	2.1370299065013102e+259	1.00041711907189	2.07738278137363	2.08047180979332	1.00626739759974	False			False	False	depletion	2.08047180979332
MIES	Naive_Tregs	strict_primary	77304	149	77155	10	0	10	fit_complete_or_quasi_separation_risk	True	-8.58743740525033	272.38049067073	-0.0315273586008454	0.97484897397758	0.0001864332288476	2.60356803839599e-236	1.33498907291756e+228	1.00006411670278	2.07737982565678	2.08039931517006	1.00604522549697	False			False	False	depletion	2.08039931517006
ETS_2	Naive_Tregs	strict_primary	77304	149	77155	22	0	22	fit_complete_or_quasi_separation_risk	True	-9.50508920899574	302.458056528967	-0.0314261399351596	0.97492969478974	7.44718609724005e-05	2.59714913957213e-262	2.13544073853463e+253	1.00120089424866	2.07824191646769	2.08231119288739	1.00625546619666	False			False	False	depletion	2.08231119288739
AP1_2	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-8.10008602234546	260.608384426289	-0.0310814482817859	0.975204584647895	0.0003035130280533	4.44469619382066e-226	2.07258616069565e+218	1.00009017405248	2.07748624170376	2.08039066150736	1.00603568796752	False			False	False	depletion	2.08039066150736
TFAP2_2	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-8.0899225913676	261.884379517677	-0.0308911994150515	0.975356308424693	0.0003066134907455	3.6821972898754396e-227	2.55314491066676e+219	1.00024850467693	2.07739020817008	2.08055154301548	1.00615734590298	False			False	False	depletion	2.08055154301548
ZFN121	Naive_Tregs	strict_primary	77304	149	77155	21	0	21	fit_complete_or_quasi_separation_risk	True	-9.67072673861439	313.171184888009	-0.0308800017539055	0.975365238605282	6.31039785679742e-05	1.672485899636e-271	2.38095407080821e+262	1.00030459606829	2.0773706021594	2.08053277520615	1.00614975515573	False			False	False	depletion	2.08053277520615
Ebox_CACCTG	Naive_Tregs	strict_primary	77304	149	77155	6	0	6	fit_complete_or_quasi_separation_risk	True	-9.75648857581537	318.226743576212	-0.030658920951057	0.975541552081197	5.7917638885545e-05	7.63375363068883e-276	4.39423782369751e+266	1.00016323940729	2.07743905701665	2.08038420814075	1.00612558716745	False			False	False	depletion	2.08038420814075
HD_18	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-7.98670837640282	261.186473665262	-0.0305785681177296	0.975605634320476	0.0003399512352408	1.60325230433784e-226	7.20827545540255e+218	1.00015258493566	2.07742486153581	2.08041120560677	1.00605068009684	False			False	False	depletion	2.08041120560677
NR_11	Naive_Tregs	strict_primary	77304	149	77155	3	0	3	fit_complete_or_quasi_separation_risk	True	-8.98182617592867	294.999445988056	-0.0304469255725054	0.975710620990652	0.0001256731365623	9.78688764112224e-256	1.61376505305499e+247	1.00021804802899	2.07760368876074	2.0804167705408	1.00609827528227	False			False	False	depletion	2.0804167705408
Ebox_CACGTG_1	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-8.07025808262774	265.745455165995	-0.0303683766767968	0.97577326497399	0.0003127025675504	1.9410346985310998e-230	5.03766861183009e+222	1.00025449145104	2.07738533901801	2.0805779406069	1.00613553773477	False			False	False	depletion	2.0805779406069
RFX_3	Naive_Tregs	strict_primary	77304	149	77155	3	0	3	fit_complete_or_quasi_separation_risk	True	-9.12461116764603	300.665925017128	-0.0303480055717196	0.975789511276036	0.0001089511253424	1.2741763593938701e-260	9.31609476653587e+251	1.00028155026558	2.07745882916654	2.08042481642058	1.00607735530427	False			False	False	depletion	2.08042481642058
SOX_1	Naive_Tregs	strict_primary	77304	149	77155	9	0	9	fit_complete_or_quasi_separation_risk	True	-8.76022760975511	288.997684148277	-0.0303124491657188	0.97581786813736	0.0001568489041826	1.5692294585227798e-250	1.56774897448475e+242	1.0001013438033	2.07748852453892	2.08038550203917	1.00603185016899	False			False	False	depletion	2.08038550203917
MAF	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-7.87899285947237	263.030347237812	-0.0299546913206513	0.97610318802771	0.0003786141825143	4.81110966482476e-228	2.97953505922091e+220	1.0000922938587	2.077395483816	2.08041146729839	1.00603123434164	False			False	False	depletion	2.08041146729839
EGR	Naive_Tregs	strict_primary	77304	149	77155	9	0	9	fit_complete_or_quasi_separation_risk	True	-8.67949489055245	290.491841233867	-0.0298786184620064	0.976163858230923	0.0001700369331728	9.09695484923008e-252	3.17826779642298e+243	1.00075107334247	2.07775487856621	2.08130903766635	1.00629584760934	False			False	False	depletion	2.08130903766635
GLI	Naive_Tregs	strict_primary	77304	149	77155	8	0	8	fit_complete_or_quasi_separation_risk	True	-9.18378179863455	308.045640265162	-0.0298130555937402	0.976216146537547	0.0001026914395307	6.27757092993108e-267	1.6798745678244e+258	1.0003215423607	2.07739256738131	2.08046182853955	1.0061659925073	False			False	False	depletion	2.08046182853955
Ebox_CAGCTG	Naive_Tregs	strict_primary	77304	149	77155	9	0	9	fit_complete_or_quasi_separation_risk	True	-8.63743756974974	290.562853289568	-0.0297265719687226	0.97628511991637	0.0001773407438121	8.25495327537805e-252	3.80980223227112e+243	1.00030293386375	2.07742617118878	2.0805943774295	1.00620531452988	False			False	False	depletion	2.0805943774295
FOX_5	Naive_Tregs	strict_primary	77304	149	77155	20	0	20	fit_complete_or_quasi_separation_risk	True	-9.42223050199776	318.815172287699	-0.02955389617874	0.976422834755525	8.09053583383221e-05	3.365301239442e-276	1.9450493558007398e+267	1.0002192281247	2.07739907419014	2.08046025408578	1.00609012446486	False			False	False	depletion	2.08046025408578
FOX_4	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-7.85085987329896	266.259707257683	-0.0294857226208132	0.976477205689742	0.0003894169749885	8.822192159226439e-231	1.7189104212680103e+223	1.00017905012486	2.07750626824695	2.08038367251717	1.00606966389783	False			False	False	depletion	2.08038367251717
PAX_2	Naive_Tregs	strict_primary	77304	149	77155	18	0	18	fit_complete_or_quasi_separation_risk	True	-9.88860674506494	336.49272043885	-0.029387282827897	0.976555715258704	5.07496038966505e-05	1.8925464609295e-291	1.3608766541994599e+282	1.00051031959639	2.07737341682192	2.08069658574308	1.00623415241582	False			False	False	depletion	2.08069658574308
ETS_1	Naive_Tregs	strict_primary	77304	149	77155	9	0	9	fit_complete_or_quasi_separation_risk	True	-8.39591811746617	289.988533792635	-0.0289525865304382	0.976902405192328	0.0002257870820766	3.2394837816999298e-251	1.57370154839684e+243	1.00047145972126	2.07771249776	2.0810383287113	1.00616802244062	False			False	False	depletion	2.0810383287113
ZFX	Naive_Tregs	strict_primary	77304	149	77155	15	0	15	fit_complete_or_quasi_separation_risk	True	-10.4321085665724	361.296904528744	-0.0288740601865368	0.976965033966046	2.94708603786679e-05	1.66882653845592e-308	1.0268964852837501e+303	1.00123097754975	2.07740745518192	2.08093836366077	1.00679816033268	False			False	False	depletion	2.08093836366077
NFI_1	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-7.60403977510472	265.395735095343	-0.028651702983746	0.977142375971778	0.0004984338003346	6.1404057722014195e-230	4.04592566896314e+222	1.00016343832818	2.0774267384072	2.08060930039855	1.00606504802481	False			False	False	depletion	2.08060930039855
ZNF324	Naive_Tregs	strict_primary	77304	149	77155	7	0	7	fit_complete_or_quasi_separation_risk	True	-9.17375384891858	321.031607371765	-0.0285758586951069	0.977202866190488	0.0001037264047392	5.60103585514018e-278	1.9209245072501002e+269	1.00053243665764	2.07746429648833	2.08086863388451	1.00625857817328	False			False	False	depletion	2.08086863388451
RBPJ	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-7.55614906087354	265.667505543263	-0.0284421274834571	0.977309524906561	0.0005228849699243	3.7814648573505e-230	7.23023225355037e+222	1.00014980319488	2.07740379392308	2.08046495246519	1.00613285842749	False			False	False	depletion	2.08046495246519
NR_12	Naive_Tregs	strict_primary	77304	149	77155	14	0	14	fit_complete_or_quasi_separation_risk	True	-10.2735633216888	361.434012940134	-0.0284244508094772	0.977323623151787	3.45340998132548e-05	1.66882433236653e-308	1.5743128065732002e+303	1.00022625848811	2.07752088272765	2.0803834896135	1.00608149692318	False			False	False	depletion	2.0803834896135
NR_18	Naive_Tregs	strict_primary	77304	149	77155	13	0	13	fit_complete_or_quasi_separation_risk	True	-10.7751668240662	379.845567766005	-0.0283672306285906	0.97736925984799	2.091243031099e-05	0.0	inf	1.0007412566144	2.07749222110043	2.08049303118925	1.00631977881137	False			False	False	depletion	2.08049303118925
NR_13	Naive_Tregs	strict_primary	77304	149	77155	7	0	7	fit_complete_or_quasi_separation_risk	True	-8.97333274016884	316.47861425422	-0.0283536780559864	0.977380068888618	0.0001267450790678	5.13920707462216e-274	3.12583533503536e+265	1.00009100443974	2.07738236430022	2.08041072886048	1.00604832091471	False			False	False	depletion	2.08041072886048
RUNX_1	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-7.39192084396547	261.249099588274	-0.0282945313710749	0.977427242189023	0.0006162111704739	2.57043457430433e-226	1.4772451725195502e+219	1.00000723737771	2.07737279888864	2.08038375977621	1.00603078239942	False			False	False	depletion	2.08038375977621
TBX_3	Naive_Tregs	strict_primary	77304	149	77155	8	0	8	fit_complete_or_quasi_separation_risk	True	-8.5244170782723	303.203300164709	-0.0281145260412455	0.977570808547812	0.0001985604285397	1.60706408294574e-262	2.45330875104954e+254	1.00021592292398	2.07747821543831	2.08068962309024	1.00608315652899	False			False	False	depletion	2.08068962309024
MECP2	Naive_Tregs	strict_primary	77304	149	77155	3	0	3	fit_complete_or_quasi_separation_risk	True	-8.64760181616515	307.705422238722	-0.0281035080670637	0.977579596147002	0.000175547338539	2.09050430756785e-266	1.4741355928608001e+258	1.00027650347587	2.0773965234364	2.08040159386226	1.00621110508979	False			False	False	depletion	2.08040159386226
NR_16	Naive_Tregs	strict_primary	77304	149	77155	17	0	17	fit_complete_or_quasi_separation_risk	True	-9.78880609881074	348.741467511746	-0.0280689479477546	0.977607160258689	5.60758062940495e-05	7.8351158535606e-302	4.01333702053552e+292	1.00041359589955	2.07737255693346	2.080672312232	1.00616215892514	False			False	False	depletion	2.080672312232
ZKSCAN1	Naive_Tregs	strict_primary	77304	149	77155	4	0	4	fit_complete_or_quasi_separation_risk	True	-7.40153721077282	264.516100096674	-0.0279814242235831	0.97767696666814	0.0006103138586306	4.2160256508246496e-229	8.83493215853117e+221	1.00004207773145	2.07737599369016	2.08041336534406	1.00605188227323	False			False	False	depletion	2.08041336534406
